province,district,year,AK PARTİ,ANADOLU PARTİSİ,ANAP,ATP,BBP,BTP,CHP,DEHAP,DP,DSP,DYP,EMEP,GENÇ PARTİ,HAK-PAR,HAP,HAS PARTİ,HDP,HEPAR,HKP,HÜDA PAR,HYP,İP,İYİ PARTİ,KP,LDP,MEP,MHP,MİLLET PARTİSİ,MMP,ÖDP,SAADET PARTİSİ,TKP,TURK PARTİ,VATAN PARTİSİ,YTP,YURT-P,CUMHUR İTTİFAKI ,MİLLET İTTİFAKI ,BĞMZ
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Pendik,2018, 203 611,-,-,-,-,-, 94 617,-,-,-,-,-,-,-,-,-, 34 724,-,-,  803,-,-, 33 879,-,-,-, 46 626,-,-,-, 7 616,-,-,  818,-,-, 4 253, 1 066,  133
İSTANBUL,,,47.6,-,-,-,-,-,22.1,-,-,-,-,-,-,-,-,-,8.1,-,-,0.2,-,-,7.9,-,-,-,10.9,-,-,-,1.8,-,-,0.2,-,-,1.0,0.2,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 236 200,-,-,-, 1 984,  380, 99 860,-,  214,  263,-,-,-,  869,-,-, 26 927,-,  441,-,-,-,-,  358,  251,-, 42 369,  90,-,-, 4 175,-,-,  836,-,-,-,-,  71
İSTANBUL,,,56.9,-,-,-,0.5,0.1,24.0,-,0.1,0.1,-,-,-,0.2,-,-,6.5,-,0.1,-,-,-,-,0.1,0.1,-,10.2,0.0,-,-,1.0,-,-,0.2,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 182 832,  157,-,-,-,  796, 89 894,-,  215,  656,  194,-,-,  320,-,-, 30 571,-,  324,-,-,-,-,  103,  212,  157, 47 540,  62,-,-, 11 380,-,  764, 1 218,-,  81,-,-, 10 674
İSTANBUL,,,48.3,0.0,-,-,-,0.2,23.8,-,0.1,0.2,0.1,-,-,0.1,-,-,8.1,-,0.1,-,-,-,-,0.0,0.1,0.0,12.6,0.0,-,-,3.0,-,0.2,0.3,-,0.0,-,-,2.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 193 743,-,-,-, 2 490,-, 83 682,-, 1 327,  832,  407,-,-,-,-, 2 633,-, 1 448,-,-,-,-,-,-,  120,-, 35 301,  586,  181,-, 8 177,  533,-,-,-,-,-,-, 12 292
İSTANBUL,,,56.4,-,-,-,0.7,-,24.3,-,0.4,0.2,0.1,-,-,-,-,0.8,-,0.4,-,-,-,-,-,-,0.0,-,10.3,0.2,0.1,-,2.4,0.2,-,-,-,-,-,-,3.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 122 919,-,-, 1 259,-, 1 169, 48 960,-, 5 785,-,-,-, 7 625,-,-,-,-,-,-,-,  813,  856,-,-,-,-, 26 187,-,-,-, 10 289,  483,-,-,-,-,-,-, 10 238
İSTANBUL,,,52.0,-,-,0.5,-,0.5,20.7,-,2.4,-,-,-,3.2,-,-,-,-,-,-,-,0.3,0.4,-,-,-,-,11.1,-,-,-,4.3,0.2,-,-,-,-,-,-,4.3
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 90 936,-, 6 380,-, 2 412, 1 461, 38 975, 9 783,-, 2 162, 6 420,-, 14 704,-,-,-,-,-,-,-,-,  989,-,-,  427,-, 12 246,  184,-,  510, 9 727,  461,-,-, 2 617, 2 426,-,-,  98
İSTANBUL,,,44.8,-,3.1,-,1.2,0.7,19.2,4.8,-,1.1,3.2,-,7.2,-,-,-,-,-,-,-,-,0.5,-,-,0.2,-,6.0,0.1,-,0.3,4.8,0.2,-,-,1.3,1.2,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Sarıyer,2018, 76 999,-,-,-,-,-, 75 892,-,-,-,-,-,-,-,-,-, 22 406,-,-,  187,-,-, 18 551,-,-,-, 16 304,-,-,-, 2 723,-,-,  504,-,-, 1 775,  817,  123
İSTANBUL,,,35.6,-,-,-,-,-,35.1,-,-,-,-,-,-,-,-,-,10.4,-,-,0.1,-,-,8.6,-,-,-,7.5,-,-,-,1.3,-,-,0.2,-,-,0.8,0.4,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 89 097,-,-,-,  839,  108, 86 359,-,  136,  149,-,-,-,  470,-,-, 15 775,-,  212,-,-,-,-,  187,  168,-, 18 480,  51,-,-, 1 261,-,-,  709,-,-,-,-,  47
İSTANBUL,,,41.6,-,-,-,0.4,0.1,40.3,-,0.1,0.1,-,-,-,0.2,-,-,7.4,-,0.1,-,-,-,-,0.1,0.1,-,8.6,0.0,-,-,0.6,-,-,0.3,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 69 155,  133,-,-,-,  228, 75 836,-,  109,  283,-,-,-,  139,-,-, 17 709,-,  193,-,-,-,-,  107,  114,  60, 23 483,  44,-,-, 3 517,-,  378, 1 124,-,  50,-,-, 4 746
İSTANBUL,,,35.0,0.1,-,-,-,0.1,38.4,-,0.1,0.1,-,-,-,0.1,-,-,9.0,-,0.1,-,-,-,-,0.1,0.1,0.0,11.9,0.0,-,-,1.8,-,0.2,0.6,-,0.0,-,-,2.4
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 71 301,-,-,-, 1 117,-, 74 066,-,  676,  492,-,-,-,-,-,  971,-,  844,-,-,-,-,-,-,  79,-, 18 261,  332,  97,-, 2 518,  372,-,-,-,-,-,-, 5 708
İSTANBUL,,,40.3,-,-,-,0.6,-,41.9,-,0.4,0.3,-,-,-,-,-,0.5,-,0.5,-,-,-,-,-,-,0.0,-,10.3,0.2,0.1,-,1.4,0.2,-,-,-,-,-,-,3.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 51 496,-,-,-,-,  414, 48 082,-, 4 826,-,-,-, 4 849,-,-,-,-,-,-,-,  569,  430,-,-,  90,-, 16 679,-,-,-, 4 034,  311,-,-,-,-,-,-, 7 528
İSTANBUL,,,37.0,-,-,-,-,0.3,34.5,-,3.5,-,-,-,3.5,-,-,-,-,-,-,-,0.4,0.3,-,-,0.1,-,12.0,-,-,-,2.9,0.2,-,-,-,-,-,-,5.4
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 41 903,-, 9 415,-, 1 461,  499, 35 737, 4 995,-, 1 721, 4 127,-, 9 551,-,-,-,-,-,-,-,-,  796,-,-,  547,-, 6 464,  115,-,  600, 3 754,  425,-,-, 3 557, 1 988,-,-,  63
İSTANBUL,,,32.8,-,7.4,-,1.1,0.4,28.0,3.9,-,1.3,3.2,-,7.5,-,-,-,-,-,-,-,-,0.6,-,-,0.4,-,5.1,0.1,-,0.5,2.9,0.3,-,-,2.8,1.6,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Şişli,2018, 42 813,-,-,-,-,-, 71 366,-,-,-,-,-,-,-,-,-, 31 404,-,-,  175,-,-, 13 880,-,-,-, 8 940,-,-,-, 1 549,-,-,  493,-,-,  962,  689,  148
İSTANBUL,,,24.8,-,-,-,-,-,41.4,-,-,-,-,-,-,-,-,-,18.2,-,-,0.1,-,-,8.1,-,-,-,5.2,-,-,-,0.9,-,-,0.3,-,-,0.6,0.4,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 51 461,-,-,-,  459,  80, 85 740,-,  94,  124,-,-,-,  339,-,-, 23 416,-,  149,-,-,-,-,  191,  259,-, 12 157,  44,-,-,  708,-,-,  663,-,-,-,-,  33
İSTANBUL,,,29.3,-,-,-,0.3,0.0,48.7,-,0.1,0.1,-,-,-,0.2,-,-,13.3,-,0.1,-,-,-,-,0.1,0.1,-,6.9,0.0,-,-,0.4,-,-,0.4,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 39 659,  138,-,-,-,  154, 74 721,-,  93,  239,-,-,-,  86,-,-, 26 373,-,  145,-,-,-,-,  138,  130,  49, 15 676,  28,-,-, 1 852,-,  195, 1 053,-,  42,-,-, 3 236
İSTANBUL,,,24.2,0.1,-,-,-,0.1,45.6,-,0.1,0.1,-,-,-,0.1,-,-,16.1,-,0.1,-,-,-,-,0.1,0.1,0.0,9.6,0.0,-,-,1.1,-,0.1,0.6,-,0.0,-,-,2.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 70 495,-,-,-,  948,-, 91 928,-,  804,  699,-,-,-,-,-, 1 031,-,  900,-,-,-,-,-,-,  102,-, 18 310,  396,  60,-, 1 571,  504,-,-,-,-,-,-, 9 278
İSTANBUL,,,35.8,-,-,-,0.5,-,46.7,-,0.4,0.4,-,-,-,-,-,0.5,-,0.5,-,-,-,-,-,-,0.1,-,9.3,0.2,0.0,-,0.8,0.3,-,-,-,-,-,-,4.7
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 50 845,-,-,-,-,  502, 61 356,-, 5 799,-,-,-, 6 998,-,-,-,-,-,-,-,  634,  528,-,-,  205,-, 15 282,-,-,-, 2 442,  308,-,-,-,-,-,-, 13 765
İSTANBUL,,,32.0,-,-,-,-,0.3,38.7,-,3.7,-,-,-,4.4,-,-,-,-,-,-,-,0.4,0.3,-,-,0.1,-,9.6,-,-,-,1.5,0.2,-,-,-,-,-,-,8.7
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 38 259,-, 10 679,-, 1 016,  461, 50 815, 3 978,-, 2 072, 6 516,-, 14 186,-,-,-,-,-,-,-,-, 1 322,-,-, 1 043,-, 6 635,  133,-,  808, 2 844,  567,-,-, 7 220, 3 181,-,-,  111
İSTANBUL,,,25.2,-,7.0,-,0.7,0.3,33.5,2.6,-,1.3,4.3,-,9.3,-,-,-,-,-,-,-,-,0.9,-,-,0.7,-,4.4,0.1,-,0.5,1.9,0.4,-,-,4.7,2.1,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Tuzla,2018, 64 135,-,-,-,-,-, 38 716,-,-,-,-,-,-,-,-,-, 16 743,-,-,  217,-,-, 13 714,-,-,-, 15 462,-,-,-, 2 424,-,-,  269,-,-, 1 377,  405,  72
İSTANBUL,,,41.8,-,-,-,-,-,25.2,-,-,-,-,-,-,-,-,-,10.9,-,-,0.1,-,-,8.9,-,-,-,10.1,-,-,-,1.6,-,-,0.2,-,-,0.9,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 71 021,-,-,-,  588,  98, 37 606,-,  50,  86,-,-,-,  252,-,-, 12 476,-,  142,-,-,-,-,  108,  110,-, 14 333,  32,-,-, 1 167,-,-,  337,-,-,-,-,  18
İSTANBUL,,,51.3,-,-,-,0.4,0.1,27.2,-,0.0,0.1,-,-,-,0.2,-,-,9.0,-,0.1,-,-,-,-,0.1,0.1,-,10.4,0.0,-,-,0.8,-,-,0.2,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 53 877,  79,-,-,-,  215, 32 124,-,  55,  169,  77,-,-,  106,-,-, 13 776,-,  108,-,-,-,-,  38,  66,  44, 16 684,  22,-,-, 3 349,-,  248,  503,-,  20,-,-, 3 293
İSTANBUL,,,43.2,0.1,-,-,-,0.2,25.7,-,0.0,0.1,0.1,-,-,0.1,-,-,11.0,-,0.1,-,-,-,-,0.0,0.1,0.0,13.4,0.0,-,-,2.7,-,0.2,0.4,-,0.0,-,-,2.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 55 350,-,-,-,  494,-, 30 698,-,  388,  228,  119,-,-,-,-,  854,-,  389,-,-,-,-,-,-,  24,-, 11 340,  184,  42,-, 2 130,  155,-,-,-,-,-,-, 4 984
İSTANBUL,,,51.5,-,-,-,0.5,-,28.6,-,0.4,0.2,0.1,-,-,-,-,0.8,-,0.4,-,-,-,-,-,-,0.0,-,10.6,0.2,0.0,-,2.0,0.1,-,-,-,-,-,-,4.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 34 021,-,-,  302,-,  284, 19 309,-, 1 774,-,-,-, 2 097,-,-,-,-,-,-,-,  249,  200,-,-,-,-, 8 723,-,-,-, 2 648,  143,-,-,-,-,-,-, 4 333
İSTANBUL,,,45.9,-,-,0.4,-,0.4,26.1,-,2.4,-,-,-,2.8,-,-,-,-,-,-,-,0.3,0.3,-,-,-,-,11.8,-,-,-,3.6,0.2,-,-,-,-,-,-,5.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 21 555,-, 4 250,-,  358,  361, 12 766, 3 785,-,  575, 1 975,-, 4 062,-,-,-,-,-,-,-,-,  301,-,-,  168,-, 3 327,  61,-,  149, 2 227,  189,-,-,  666,  663,-,-,  47
İSTANBUL,,,37.5,-,7.4,-,0.6,0.6,22.2,6.6,-,1.0,3.4,-,7.1,-,-,-,-,-,-,-,-,0.5,-,-,0.3,-,5.8,0.1,-,0.3,3.9,0.3,-,-,1.2,1.1,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Ümraniye,2018, 203 812,-,-,-,-,-, 97 298,-,-,-,-,-,-,-,-,-, 42 091,-,-,  631,-,-, 36 128,-,-,-, 37 413,-,-,-, 7 539,-,-,  731,-,-, 3 794, 1 113,  187
İSTANBUL,,,47.3,-,-,-,-,-,22.6,-,-,-,-,-,-,-,-,-,9.8,-,-,0.1,-,-,8.4,-,-,-,8.7,-,-,-,1.8,-,-,0.2,-,-,0.9,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 235 065,-,-,-, 2 038,  279, 106 698,-,  230,  180,-,-,-,  919,-,-, 33 520,-,  395,-,-,-,-,  350,  316,-, 39 288,  111,-,-, 3 392,-,-,  762,-,-,-,-,  74
İSTANBUL,,,55.5,-,-,-,0.5,0.1,25.2,-,0.1,0.0,-,-,-,0.2,-,-,7.9,-,0.1,-,-,-,-,0.1,0.1,-,9.3,0.0,-,-,0.8,-,-,0.2,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 187 128,  187,-,-,-,  631, 95 188,-,  206,  564,  202,-,-,  320,-,-, 38 958,-,  271,-,-,-,-,  142,  199,  137, 41 276,  74,-,-, 9 333,-,  649, 1 177,-,  60,-,-, 13 525
İSTANBUL,,,48.0,0.0,-,-,-,0.2,24.4,-,0.1,0.1,0.1,-,-,0.1,-,-,10.0,-,0.1,-,-,-,-,0.0,0.1,0.0,10.6,0.0,-,-,2.4,-,0.2,0.3,-,0.0,-,-,3.5
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 207 567,-,-,-, 2 811,-, 89 158,-, 1 095,  635,  307,-,-,-,-, 2 966,-, 1 318,-,-,-,-,-,-,  109,-, 30 846,  499,  171,-, 5 660,  571,-,-,-,-,-,-, 15 125
İSTANBUL,,,57.8,-,-,-,0.8,-,24.8,-,0.3,0.2,0.1,-,-,-,-,0.8,-,0.4,-,-,-,-,-,-,0.0,-,8.6,0.1,0.0,-,1.6,0.2,-,-,-,-,-,-,4.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 197 549,-,-, 1 971,-, 1 311, 90 958,-, 10 599,-,-,-, 7 875,-,-,-,-,-,-,-, 1 295, 1 385,-,-,-,-, 30 340,-,-,-, 12 479, 1 121,-,-,-,-,-,-, 24 465
İSTANBUL,,,51.8,-,-,0.5,-,0.3,23.9,-,2.8,-,-,-,2.1,-,-,-,-,-,-,-,0.3,0.4,-,-,-,-,8.0,-,-,-,3.3,0.3,-,-,-,-,-,-,6.4
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 140 135,-, 12 826,-, 4 136, 1 649, 69 131, 23 444,-, 2 247, 6 550,-, 17 857,-,-,-,-,-,-,-,-, 1 663,-,-,  792,-, 13 362,  364,-, 1 208, 12 806,  918,-,-, 2 599, 2 627,-,-,  87
İSTANBUL,,,44.6,-,4.1,-,1.3,0.5,22.0,7.5,-,0.7,2.1,-,5.7,-,-,-,-,-,-,-,-,0.5,-,-,0.3,-,4.2,0.1,-,0.4,4.1,0.3,-,-,0.8,0.8,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Üsküdar,2018, 145 661,-,-,-,-,-, 102 496,-,-,-,-,-,-,-,-,-, 30 300,-,-,  350,-,-, 34 295,-,-,-, 24 363,-,-,-, 7 521,-,-,  967,-,-, 2 559, 1 262,  225
İSTANBUL,,,41.6,-,-,-,-,-,29.3,-,-,-,-,-,-,-,-,-,8.7,-,-,0.1,-,-,9.8,-,-,-,7.0,-,-,-,2.1,-,-,0.3,-,-,0.7,0.4,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 170 407,-,-,-, 1 559,  346, 119 772,-,  260,  208,-,-,-,  572,-,-, 23 164,-,  298,-,-,-,-,  393,  312,-, 33 859,  100,-,-, 2 733,-,-, 1 295,-,-,-,-,  62
İSTANBUL,,,48.0,-,-,-,0.4,0.1,33.7,-,0.1,0.1,-,-,-,0.2,-,-,6.5,-,0.1,-,-,-,-,0.1,0.1,-,9.5,0.0,-,-,0.8,-,-,0.4,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 139 145,  262,-,-,-,  685, 106 089,-,  196,  428,  142,-,-,  252,-,-, 27 088,-,  187,-,-,-,-,  251,  221,  120, 36 263,  78,-,-, 6 777,-,  421, 2 162,-,  75,-,-, 11 641
İSTANBUL,,,41.9,0.1,-,-,-,0.2,31.9,-,0.1,0.1,0.0,-,-,0.1,-,-,8.1,-,0.1,-,-,-,-,0.1,0.1,0.0,10.9,0.0,-,-,2.0,-,0.1,0.7,-,0.0,-,-,3.5
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 166 940,-,-,-, 1 662,-, 109 054,-, 1 383,  693,  283,-,-,-,-, 2 840,-, 1 419,-,-,-,-,-,-,  138,-, 32 615,  490,  118,-, 4 790,  641,-,-,-,-,-,-, 11 220
İSTANBUL,,,49.9,-,-,-,0.5,-,32.6,-,0.4,0.2,0.1,-,-,-,-,0.8,-,0.4,-,-,-,-,-,-,0.0,-,9.8,0.1,0.0,-,1.4,0.2,-,-,-,-,-,-,3.4
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 138 640,-,-, 1 141,-,  941, 82 819,-, 10 812,-,-,-, 7 929,-,-,-,-,-,-,-, 1 088, 1 002,-,-,-,-, 30 636,-,-,-, 8 236,  590,-,-,-,-,-,-, 13 890
İSTANBUL,,,46.6,-,-,0.4,-,0.3,27.8,-,3.6,-,-,-,2.7,-,-,-,-,-,-,-,0.4,0.3,-,-,-,-,10.3,-,-,-,2.8,0.2,-,-,-,-,-,-,4.7
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 112 503,-, 14 464,-, 2 620, 1 386, 70 318, 10 466,-, 3 231, 10 061,-, 18 470,-,-,-,-,-,-,-,-, 1 911,-,-, 1 513,-, 13 728,  249,-, 1 270, 9 604,  789,-,-, 6 606, 4 979,-,-,  139
İSTANBUL,,,39.6,-,5.1,-,0.9,0.5,24.7,3.7,-,1.1,3.5,-,6.5,-,-,-,-,-,-,-,-,0.7,-,-,0.5,-,4.8,0.1,-,0.4,3.4,0.3,-,-,2.3,1.8,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Zeytinburnu,2018, 70 984,-,-,-,-,-, 32 664,-,-,-,-,-,-,-,-,-, 24 676,-,-,  897,-,-, 14 282,-,-,-, 14 300,-,-,-, 2 309,-,-,  247,-,-, 1 393,  437,  71
İSTANBUL,,,43.7,-,-,-,-,-,20.1,-,-,-,-,-,-,-,-,-,15.2,-,-,0.6,-,-,8.8,-,-,-,8.8,-,-,-,1.4,-,-,0.2,-,-,0.9,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 86 707,-,-,-,  665,  218, 38 256,-,  90,  109,-,-,-,  345,-,-, 23 166,-,  189,-,-,-,-,  122,  138,-, 17 208,  42,-,-, 1 321,-,-,  305,-,-,-,-,  169
İSTANBUL,,,51.3,-,-,-,0.4,0.1,22.6,-,0.1,0.1,-,-,-,0.2,-,-,13.7,-,0.1,-,-,-,-,0.1,0.1,-,10.2,0.0,-,-,0.8,-,-,0.2,-,-,-,-,0.1
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 65 862,  77,-,-,-,  414, 34 374,-,  104,  203,-,-,-,  128,-,-, 26 031,-,  130,-,-,-,-,  40,  77,  42, 22 971,  32,-,-, 3 008,-,  318,  385,-,  47,-,-, 3 475
İSTANBUL,,,41.8,0.0,-,-,-,0.3,21.8,-,0.1,0.1,-,-,-,0.1,-,-,16.5,-,0.1,-,-,-,-,0.0,0.0,0.0,14.6,0.0,-,-,1.9,-,0.2,0.2,-,0.0,-,-,2.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 86 044,-,-,-,  986,-, 39 277,-,  841,  497,-,-,-,-,-, 1 276,-,  843,-,-,-,-,-,-,  62,-, 19 734,  260,  109,-, 2 855,  266,-,-,-,-,-,-, 14 465
İSTANBUL,,,51.4,-,-,-,0.6,-,23.4,-,0.5,0.3,-,-,-,-,-,0.8,-,0.5,-,-,-,-,-,-,0.0,-,11.8,0.2,0.1,-,1.7,0.2,-,-,-,-,-,-,8.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 56 533,-,-,  544,-,  719, 23 118,-, 4 905,-,-,-, 6 247,-,-,-,-,-,-,-,  415,  334,-,-,  93,-, 14 795,-,-,-, 3 906,  197,-,-,-,-,-,-, 8 658
İSTANBUL,,,46.9,-,-,0.5,-,0.6,19.2,-,4.1,-,-,-,5.2,-,-,-,-,-,-,-,0.3,0.3,-,-,0.1,-,12.3,-,-,-,3.2,0.2,-,-,-,-,-,-,7.2
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2002, 47 118,-, 5 106,-,  537, 1 032, 18 953, 6 761,-, 1 580, 4 323,-, 13 411,-,-,-,-,-,-,-,-,  455,-,-,  347,-, 6 310,  138,-,  397, 3 745,  244,-,-, 1 592, 2 543,-,-,  46
İSTANBUL,,,41.1,-,4.5,-,0.5,0.9,16.5,5.9,-,1.4,3.8,-,11.7,-,-,-,-,-,-,-,-,0.4,-,-,0.3,-,5.5,0.1,-,0.3,3.3,0.2,-,-,1.4,2.2,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,    Büyükçekmece,2018, 56 466,-,-,-,-,-, 49 045,-,-,-,-,-,-,-,-,-, 13 330,-,-,  158,-,-, 15 161,-,-,-, 11 544,-,-,-, 1 420,-,-,  347,-,-, 1 122,  511,  47
İSTANBUL,,,37.9,-,-,-,-,-,32.9,-,-,-,-,-,-,-,-,-,8.9,-,-,0.1,-,-,10.2,-,-,-,7.7,-,-,-,1.0,-,-,0.2,-,-,0.8,0.3,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (1 Kasım), 62 439,-,-,-,  580,  98, 53 249,-,  86,  58,-,-,-,  312,-,-, 8 508,-,  124,-,-,-,-,  159,  101,-, 12 782,  31,-,-,  474,-,-,  472,-,-,-,-,  9
İSTANBUL,,,44.8,-,-,-,0.4,0.1,38.2,-,0.1,0.0,-,-,-,0.2,-,-,6.1,-,0.1,-,-,-,-,0.1,0.1,-,9.2,0.0,-,-,0.3,-,-,0.3,-,-,-,-,0.0
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2015 (7 Haziran), 47 812,  65,-,-,-,  197, 46 489,-,  121,  167,  69,-,-,  114,-,-, 9 818,-,  91,-,-,-,-,  35,  70,  61, 15 108,  19,-,-, 1 460,-,  205,  731,-,  31,-,-, 3 563
İSTANBUL,,,37.9,0.1,-,-,-,0.2,36.8,-,0.1,0.1,0.1,-,-,0.1,-,-,7.8,-,0.1,-,-,-,-,0.0,0.1,0.0,12.0,0.0,-,-,1.2,-,0.2,0.6,-,0.0,-,-,2.8
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2011, 48 624,-,-,-,  480,-, 40 735,-,  480,  172,-,-,-,-,-,  581,-,  423,-,-,-,-,-,-,  41,-, 12 453,  246,  71,-,  902,  191,-,-,-,-,-,-, 2 761
İSTANBUL,,,45.0,-,-,-,0.4,-,37.7,-,0.4,0.2,-,-,-,-,-,0.5,-,0.4,-,-,-,-,-,-,0.0,-,11.5,0.2,0.1,-,0.8,0.2,-,-,-,-,-,-,2.6
İSTANBUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İSTANBUL,,2007, 114 998,-,-, 1 097,-, 1 036, 83 072,-, 7 819,-,-,-, 11 520,-,-,-,-,-,-,-, 1 302,  838,-,-,  229,-, 31 911,-,-,-, 4 052,  529,-,-,-,-,-,-, 16 081
