province,district,year,AK PARTİ,ANADOLU PARTİSİ,ANAP,ATP,BBP,BTP,CHP,DEHAP,DP,DSP,DYP,EMEP,GENÇ PARTİ,HAK-PAR,HAP,HAS PARTİ,HDP,HEPAR,HKP,HÜDA PAR,HYP,İP,İYİ PARTİ,KP,LDP,MEP,MHP,MİLLET PARTİSİ,MMP,ÖDP,SAADET PARTİSİ,TKP,TURK PARTİ,VATAN PARTİSİ,YTP,YURT-P,CUMHUR İTTİFAKI ,MİLLET İTTİFAKI ,BĞMZ
AFYONKARAHİSAR,,,43.4,0.1,-,-,-,0.1,27.7,-,0.5,0.3,0.2,-,-,-,-,-,0.5,-,0.3,-,-,-,-,0.0,-,0.0,25.1,0.1,-,-,1.4,-,0.3,0.2,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 3 560,-,-,-,  40,-, 1 943,-,  70,  20,  34,  6,-,-,-,  25,-,  14,-,-,-,-,-,-,-,-, 1 824,  8,  7,-,  33,  5,-,-,-,-,-,-,  2
AFYONKARAHİSAR,,,46.9,-,-,-,0.5,-,25.6,-,0.9,0.3,0.4,0.1,-,-,-,0.3,-,0.2,-,-,-,-,-,-,-,-,24.0,0.1,0.1,-,0.4,0.1,-,-,-,-,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 3 161,-,-,-,-,  31, 1 170,-,  661,-,-,  16,  162,-,-,-,-,-,-,-,  41,  22,-,-,  10,-, 1 880,-,-,  9,  68,  10,-,-,-,-,-,-,  20
AFYONKARAHİSAR,,,43.5,-,-,-,-,0.4,16.1,-,9.1,-,-,0.2,2.2,-,-,-,-,-,-,-,0.6,0.3,-,-,0.1,-,25.9,-,-,0.1,0.9,0.1,-,-,-,-,-,-,0.3
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 1 830,-,  422,-,  77,  11, 1 077,  38,-,  110, 1 463,-,  447,-,-,-,-,-,-,-,-,  62,-,-,  12,-, 1 220,  13,-,  11,  50,  2,-,-,  18,  38,-,-,-
AFYONKARAHİSAR,,,26.5,-,6.1,-,1.1,0.2,15.6,0.5,-,1.6,21.2,-,6.5,-,-,-,-,-,-,-,-,0.9,-,-,0.2,-,17.7,0.2,-,0.2,0.7,0.0,-,-,0.3,0.5,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    Dinar,2018, 12 750,-,-,-,-,-, 7 502,-,-,-,-,-,-,-,-,-,  254,-,-,  98,-,-, 4 453,-,-,-, 4 046,-,-,-,  293,-,-,  107,-,-,  334,  95,-
AFYONKARAHİSAR,,,42.6,-,-,-,-,-,25.1,-,-,-,-,-,-,-,-,-,0.8,-,-,0.3,-,-,14.9,-,-,-,13.5,-,-,-,1.0,-,-,0.4,-,-,1.1,0.3,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım), 14 680,-,-,-,  218,  46, 6 514,-,  112,  33,  24,-,-,-,-,-,  173,-,  84,-,-,-,-,  36,  11,-, 6 931,  13,-,-,  306,-,-,  83,-,-,-,-,-
AFYONKARAHİSAR,,,50.2,-,-,-,0.7,0.2,22.3,-,0.4,0.1,0.1,-,-,-,-,-,0.6,-,0.3,-,-,-,-,0.1,0.0,-,23.7,0.0,-,-,1.0,-,-,0.3,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran), 12 739,  15,-,-,-,  57, 6 232,-,  123,  77,  38,-,-,-,-,-,  285,-,  84,-,-,-,-,  6,-,  23, 8 395,  18,-,-,  529,-,  129,  88,-,-,-,-,-
AFYONKARAHİSAR,,,44.2,0.1,-,-,-,0.2,21.6,-,0.4,0.3,0.1,-,-,-,-,-,1.0,-,0.3,-,-,-,-,0.0,-,0.1,29.1,0.1,-,-,1.8,-,0.4,0.3,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 13 930,-,-,-,  148,-, 4 683,-,  339,  45,  156,  42,-,-,-,  148,-,  44,-,-,-,-,-,-,-,-, 10 105,  31,  73,-,  216,  29,-,-,-,-,-,-,  6
AFYONKARAHİSAR,,,46.4,-,-,-,0.5,-,15.6,-,1.1,0.2,0.5,0.1,-,-,-,0.5,-,0.1,-,-,-,-,-,-,-,-,33.7,0.1,0.2,-,0.7,0.1,-,-,-,-,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 11 376,-,-,-,-,  144, 5 181,-, 1 337,-,-,  74,  472,-,-,-,-,-,-,-,  226,  116,-,-,  81,-, 9 123,-,-,  56,  455,  50,-,-,-,-,-,-,  434
AFYONKARAHİSAR,,,39.1,-,-,-,-,0.5,17.8,-,4.6,-,-,0.3,1.6,-,-,-,-,-,-,-,0.8,0.4,-,-,0.3,-,31.3,-,-,0.2,1.6,0.2,-,-,-,-,-,-,1.5
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 6 874,-, 2 870,-,  254,  59, 4 785,  213,-,  301, 4 189,-, 2 396,-,-,-,-,-,-,-,-,  263,-,-,  50,-, 5 250,  98,-,  40,  208,  36,-,-,  72,  176,-,-,  11
AFYONKARAHİSAR,,,24.4,-,10.2,-,0.9,0.2,17.0,0.8,-,1.1,14.9,-,8.5,-,-,-,-,-,-,-,-,0.9,-,-,0.2,-,18.7,0.4,-,0.1,0.7,0.1,-,-,0.3,0.6,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    Emirdağ,2018, 11 339,-,-,-,-,-, 4 490,-,-,-,-,-,-,-,-,-,  189,-,-,  70,-,-, 2 740,-,-,-, 2 532,-,-,-,  203,-,-,  74,-,-,  283,  37,-
AFYONKARAHİSAR,,,51.6,-,-,-,-,-,20.4,-,-,-,-,-,-,-,-,-,0.9,-,-,0.3,-,-,12.5,-,-,-,11.5,-,-,-,0.9,-,-,0.3,-,-,1.3,0.2,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım), 12 107,-,-,-,  135,  30, 4 995,-,  87,  31,  12,-,-,-,-,-,  152,-,  51,-,-,-,-,  46,  9,-, 3 204,  13,-,-,  161,-,-,  37,-,-,-,-,-
AFYONKARAHİSAR,,,57.5,-,-,-,0.6,0.1,23.7,-,0.4,0.1,0.1,-,-,-,-,-,0.7,-,0.2,-,-,-,-,0.2,0.0,-,15.2,0.1,-,-,0.8,-,-,0.2,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran), 10 565,  14,-,-,-,  42, 5 374,-,  92,  52,  27,-,-,-,-,-,  256,-,  80,-,-,-,-,  1,-,  21, 4 469,  12,-,-,  544,-,  90,  56,-,-,-,-,-
AFYONKARAHİSAR,,,48.7,0.1,-,-,-,0.2,24.8,-,0.4,0.2,0.1,-,-,-,-,-,1.2,-,0.4,-,-,-,-,0.0,-,0.1,20.6,0.1,-,-,2.5,-,0.4,0.3,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 12 066,-,-,-,  100,-, 5 837,-,  193,  51,  82,  56,-,-,-,  128,-,  57,-,-,-,-,-,-,-,-, 4 316,  25,  22,-,  250,  24,-,-,-,-,-,-,  16
AFYONKARAHİSAR,,,52.0,-,-,-,0.4,-,25.1,-,0.8,0.2,0.4,0.2,-,-,-,0.6,-,0.2,-,-,-,-,-,-,-,-,18.6,0.1,0.1,-,1.1,0.1,-,-,-,-,-,-,0.1
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 11 074,-,-,-,-,  93, 4 917,-, 2 119,-,-,  62,  468,-,-,-,-,-,-,-,  152,  85,-,-,  43,-, 4 670,-,-,  38,  352,  35,-,-,-,-,-,-,  32
AFYONKARAHİSAR,,,45.9,-,-,-,-,0.4,20.4,-,8.8,-,-,0.3,1.9,-,-,-,-,-,-,-,0.6,0.4,-,-,0.2,-,19.3,-,-,0.2,1.5,0.1,-,-,-,-,-,-,0.1
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 5 245,-,  906,-,  147,  57, 4 843,  174,-,  206, 4 322,-, 1 583,-,-,-,-,-,-,-,-,  258,-,-,  27,-, 3 831,  64,-,  31,  331,  25,-,-,  91,  139,-,-,  7
AFYONKARAHİSAR,,,23.5,-,4.1,-,0.7,0.3,21.7,0.8,-,0.9,19.4,-,7.1,-,-,-,-,-,-,-,-,1.2,-,-,0.1,-,17.2,0.3,-,0.1,1.5,0.1,-,-,0.4,0.6,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    Evciler,2018, 2 321,-,-,-,-,-, 1 305,-,-,-,-,-,-,-,-,-,  15,-,-,  11,-,-,  678,-,-,-,  552,-,-,-,  29,-,-,  8,-,-,  53,  7,-
AFYONKARAHİSAR,,,46.6,-,-,-,-,-,26.2,-,-,-,-,-,-,-,-,-,0.3,-,-,0.2,-,-,13.6,-,-,-,11.1,-,-,-,0.6,-,-,0.2,-,-,1.1,0.1,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım), 2 276,-,-,-,  20,  7, 1 407,-,  23,  4,  3,-,-,-,-,-,  14,-,  11,-,-,-,-,  2,  5,-,  993,  4,-,-,  23,-,-,  22,-,-,-,-,-
AFYONKARAHİSAR,,,47.3,-,-,-,0.4,0.1,29.2,-,0.5,0.1,0.1,-,-,-,-,-,0.3,-,0.2,-,-,-,-,0.0,0.1,-,20.6,0.1,-,-,0.5,-,-,0.5,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran), 2 040,  1,-,-,-,  8, 1 516,-,  19,  9,  9,-,-,-,-,-,  16,-,  15,-,-,-,-,-,-,  2, 1 193,  5,-,-,  41,-,  7,  20,-,-,-,-,-
AFYONKARAHİSAR,,,41.6,0.0,-,-,-,0.2,30.9,-,0.4,0.2,0.2,-,-,-,-,-,0.3,-,0.3,-,-,-,-,-,-,0.0,24.3,0.1,-,-,0.8,-,0.1,0.4,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 2 408,-,-,-,  15,-, 1 434,-,  66,  9,  16,  6,-,-,-,  20,-,  5,-,-,-,-,-,-,-,-, 1 005,  2,  5,-,  29,  3,-,-,-,-,-,-,  3
AFYONKARAHİSAR,,,47.9,-,-,-,0.3,-,28.5,-,1.3,0.2,0.3,0.1,-,-,-,0.4,-,0.1,-,-,-,-,-,-,-,-,20.0,0.0,0.1,-,0.6,0.1,-,-,-,-,-,-,0.1
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 2 127,-,-,-,-,  18, 1 170,-,  583,-,-,  9,  72,-,-,-,-,-,-,-,  31,  10,-,-,  8,-, 1 078,-,-,  6,  39,  5,-,-,-,-,-,-,  22
AFYONKARAHİSAR,,,41.1,-,-,-,-,0.3,22.6,-,11.3,-,-,0.2,1.4,-,-,-,-,-,-,-,0.6,0.2,-,-,0.2,-,20.8,-,-,0.1,0.8,0.1,-,-,-,-,-,-,0.4
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 1 273,-,  320,-,  20,  6, 1 064,  45,-,  43,  930,-,  200,-,-,-,-,-,-,-,-,  20,-,-,  10,-,  662,  9,-,  7,  38,  6,-,-,  1,  20,-,-,-
AFYONKARAHİSAR,,,27.2,-,6.9,-,0.4,0.1,22.8,1.0,-,0.9,19.9,-,4.3,-,-,-,-,-,-,-,-,0.4,-,-,0.2,-,14.2,0.2,-,0.2,0.8,0.1,-,-,0.0,0.4,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    Hocalar,2018, 3 726,-,-,-,-,-,  562,-,-,-,-,-,-,-,-,-,  35,-,-,  26,-,-,  654,-,-,-,  997,-,-,-,  54,-,-,  32,-,-,  114,  6,-
AFYONKARAHİSAR,,,60.0,-,-,-,-,-,9.1,-,-,-,-,-,-,-,-,-,0.6,-,-,0.4,-,-,10.5,-,-,-,16.1,-,-,-,0.9,-,-,0.5,-,-,1.8,0.1,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım), 4 121,-,-,-,  38,  12,  570,-,  26,  7,  4,-,-,-,-,-,  15,-,  43,-,-,-,-,  21,  3,-, 1 286,  11,-,-,  57,-,-,  23,-,-,-,-,-
AFYONKARAHİSAR,,,66.1,-,-,-,0.6,0.2,9.1,-,0.4,0.1,0.1,-,-,-,-,-,0.2,-,0.7,-,-,-,-,0.3,0.0,-,20.6,0.2,-,-,0.9,-,-,0.4,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran), 3 427,  11,-,-,-,  15,  660,-,  28,  25,  16,-,-,-,-,-,  42,-,  36,-,-,-,-,  1,-,  11, 1 631,  11,-,-,  118,-,  76,  19,-,-,-,-,-
AFYONKARAHİSAR,,,55.9,0.2,-,-,-,0.2,10.8,-,0.5,0.4,0.3,-,-,-,-,-,0.7,-,0.6,-,-,-,-,0.0,-,0.2,26.6,0.2,-,-,1.9,-,1.2,0.3,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 4 153,-,-,-,  56,-,  689,-,  83,  24,  36,  20,-,-,-,  63,-,  27,-,-,-,-,-,-,-,-, 1 380,  15,  17,-,  85,  14,-,-,-,-,-,-,  8
AFYONKARAHİSAR,,,62.3,-,-,-,0.8,-,10.3,-,1.2,0.4,0.5,0.3,-,-,-,0.9,-,0.4,-,-,-,-,-,-,-,-,20.7,0.2,0.3,-,1.3,0.2,-,-,-,-,-,-,0.1
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 3 662,-,-,-,-,  105,  459,-,  289,-,-,  47,  76,-,-,-,-,-,-,-,  121,  54,-,-,  41,-, 1 944,-,-,  31,  123,  31,-,-,-,-,-,-,  28
AFYONKARAHİSAR,,,52.2,-,-,-,-,1.5,6.5,-,4.1,-,-,0.7,1.1,-,-,-,-,-,-,-,1.7,0.8,-,-,0.6,-,27.7,-,-,0.4,1.8,0.4,-,-,-,-,-,-,0.4
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 2 484,-,  286,-,  86,  38,  466,  119,-,  62,  651,-,  341,-,-,-,-,-,-,-,-,  40,-,-,  17,-, 1 413,  28,-,  14,  154,  21,-,-,  31,  44,-,-,  2
AFYONKARAHİSAR,,,39.5,-,4.5,-,1.4,0.6,7.4,1.9,-,1.0,10.3,-,5.4,-,-,-,-,-,-,-,-,0.6,-,-,0.3,-,22.4,0.5,-,0.2,2.5,0.3,-,-,0.5,0.7,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    İhsaniye,2018, 11 268,-,-,-,-,-, 1 841,-,-,-,-,-,-,-,-,-,  61,-,-,  25,-,-, 1 546,-,-,-, 2 971,-,-,-,  155,-,-,  53,-,-,  210,  20,-
AFYONKARAHİSAR,,,62.1,-,-,-,-,-,10.1,-,-,-,-,-,-,-,-,-,0.3,-,-,0.1,-,-,8.5,-,-,-,16.4,-,-,-,0.9,-,-,0.3,-,-,1.2,0.1,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım), 12 719,-,-,-,  108,  16, 2 035,-,  52,  7,  14,-,-,-,-,-,  40,-,  28,-,-,-,-,  39,  2,-, 2 808,  9,-,-,  96,-,-,  27,-,-,-,-,-
AFYONKARAHİSAR,,,70.7,-,-,-,0.6,0.1,11.3,-,0.3,0.0,0.1,-,-,-,-,-,0.2,-,0.2,-,-,-,-,0.2,0.0,-,15.6,0.1,-,-,0.5,-,-,0.2,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran), 9 897,  4,-,-,-,  20, 2 048,-,  80,  42,  8,-,-,-,-,-,  80,-,  46,-,-,-,-,-,-,  10, 4 888,  13,-,-,  258,-,  95,  27,-,-,-,-,-
AFYONKARAHİSAR,,,56.5,0.0,-,-,-,0.1,11.7,-,0.5,0.2,0.0,-,-,-,-,-,0.5,-,0.3,-,-,-,-,-,-,0.1,27.9,0.1,-,-,1.5,-,0.5,0.2,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 11 029,-,-,-,  245,-, 2 298,-,  162,  66,  62,  25,-,-,-,  125,-,  14,-,-,-,-,-,-,-,-, 3 244,  49,  15,-,  211,  16,-,-,-,-,-,-,  4
AFYONKARAHİSAR,,,62.8,-,-,-,1.4,-,13.1,-,0.9,0.4,0.4,0.1,-,-,-,0.7,-,0.1,-,-,-,-,-,-,-,-,18.5,0.3,0.1,-,1.2,0.1,-,-,-,-,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 11 579,-,-,-,-,  112, 1 904,-,  804,-,-,  54,  290,-,-,-,-,-,-,-,  147,  70,-,-,  40,-, 3 029,-,-,  25,  359,  41,-,-,-,-,-,-,  63
AFYONKARAHİSAR,,,62.5,-,-,-,-,0.6,10.3,-,4.3,-,-,0.3,1.6,-,-,-,-,-,-,-,0.8,0.4,-,-,0.2,-,16.4,-,-,0.1,1.9,0.2,-,-,-,-,-,-,0.3
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 8 668,-,  572,-,  361,  52, 1 498,  290,-,  305, 1 706,-, 1 023,-,-,-,-,-,-,-,-,  77,-,-,  33,-, 1 753,  67,-,  31,  247,  20,-,-,  170,  79,-,-,  2
AFYONKARAHİSAR,,,51.1,-,3.4,-,2.1,0.3,8.8,1.7,-,1.8,10.1,-,6.0,-,-,-,-,-,-,-,-,0.5,-,-,0.2,-,10.3,0.4,-,0.2,1.5,0.1,-,-,1.0,0.5,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    İscehisar,2018, 9 838,-,-,-,-,-,  680,-,-,-,-,-,-,-,-,-,  73,-,-,  28,-,-, 2 440,-,-,-, 1 747,-,-,-,  157,-,-,  27,-,-,  306,  21,-
AFYONKARAHİSAR,,,64.2,-,-,-,-,-,4.4,-,-,-,-,-,-,-,-,-,0.5,-,-,0.2,-,-,15.9,-,-,-,11.4,-,-,-,1.0,-,-,0.2,-,-,2.0,0.1,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım), 11 299,-,-,-,  87,  11,  941,-,  293,  16,  14,-,-,-,-,-,  45,-,  16,-,-,-,-,  35,  2,-, 1 693,  24,-,-,  128,-,-,  17,-,-,-,-,-
AFYONKARAHİSAR,,,77.3,-,-,-,0.6,0.1,6.4,-,2.0,0.1,0.1,-,-,-,-,-,0.3,-,0.1,-,-,-,-,0.2,0.0,-,11.6,0.2,-,-,0.9,-,-,0.1,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran), 9 211,  10,-,-,-,  24, 1 018,-,  475,  60,  39,-,-,-,-,-,  69,-,  26,-,-,-,-,  2,-,  3, 2 738,  23,-,-,  454,-,  65,  25,-,-,-,-,-
AFYONKARAHİSAR,,,64.7,0.1,-,-,-,0.2,7.1,-,3.3,0.4,0.3,-,-,-,-,-,0.5,-,0.2,-,-,-,-,0.0,-,0.0,19.2,0.2,-,-,3.2,-,0.5,0.2,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011, 10 935,-,-,-,  78,-,  871,-,  96,  12,  33,  20,-,-,-,  69,-,  48,-,-,-,-,-,-,-,-, 1 538,  28,  15,-,  276,  6,-,-,-,-,-,-,  6
AFYONKARAHİSAR,,,77.9,-,-,-,0.6,-,6.2,-,0.7,0.1,0.2,0.1,-,-,-,0.5,-,0.3,-,-,-,-,-,-,-,-,11.0,0.2,0.1,-,2.0,0.0,-,-,-,-,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 8 327,-,-,-,-,  46,  528,-, 1 814,-,-,  20,  83,-,-,-,-,-,-,-,  74,  18,-,-,  18,-, 1 082,-,-,  8,  313,  7,-,-,-,-,-,-,  7
AFYONKARAHİSAR,,,67.5,-,-,-,-,0.4,4.3,-,14.7,-,-,0.2,0.7,-,-,-,-,-,-,-,0.6,0.1,-,-,0.1,-,8.8,-,-,0.1,2.5,0.1,-,-,-,-,-,-,0.1
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002, 7 345,-,  271,-,  76,  30,  595,  149,-,  23,  946,-,  229,-,-,-,-,-,-,-,-,  36,-,-,  32,-, 1 033,  41,-,  8,  250,  11,-,-,  24,  27,-,-,  4
AFYONKARAHİSAR,,,66.0,-,2.4,-,0.7,0.3,5.3,1.3,-,0.2,8.5,-,2.1,-,-,-,-,-,-,-,-,0.3,-,-,0.3,-,9.3,0.4,-,0.1,2.3,0.1,-,-,0.2,0.2,-,-,0.0
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    Kızılören,2018,  809,-,-,-,-,-,  284,-,-,-,-,-,-,-,-,-,  7,-,-,  7,-,-,  284,-,-,-,  270,-,-,-,  10,-,-,  9,-,-,  24,  2,-
AFYONKARAHİSAR,,,47.4,-,-,-,-,-,16.6,-,-,-,-,-,-,-,-,-,0.4,-,-,0.4,-,-,16.6,-,-,-,15.8,-,-,-,0.6,-,-,0.5,-,-,1.4,0.1,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (1 Kasım),  850,-,-,-,  18,  3,  250,-,  3,  5,  1,-,-,-,-,-,  4,-,  9,-,-,-,-,  4,  1,-,  591,  1,-,-,  27,-,-,  5,-,-,-,-,-
AFYONKARAHİSAR,,,48.0,-,-,-,1.0,0.2,14.1,-,0.2,0.3,0.1,-,-,-,-,-,0.2,-,0.5,-,-,-,-,0.2,0.1,-,33.4,0.1,-,-,1.5,-,-,0.3,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2015 (7 Haziran),  768,  2,-,-,-,  4,  236,-,  6,  7,  6,-,-,-,-,-,  12,-,  11,-,-,-,-,-,-,  3,  653,-,-,-,  27,-,  11,  4,-,-,-,-,-
AFYONKARAHİSAR,,,43.9,0.1,-,-,-,0.2,13.5,-,0.3,0.4,0.3,-,-,-,-,-,0.7,-,0.6,-,-,-,-,-,-,0.2,37.3,-,-,-,1.5,-,0.6,0.2,-,-,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2011,  903,-,-,-,  15,-,  491,-,  17,  3,  5,  6,-,-,-,  5,-,  8,-,-,-,-,-,-,-,-,  488,  2,  3,-,  11,  2,-,-,-,-,-,-,  1
AFYONKARAHİSAR,,,46.1,-,-,-,0.8,-,25.1,-,0.9,0.2,0.3,0.3,-,-,-,0.3,-,0.4,-,-,-,-,-,-,-,-,24.9,0.1,0.2,-,0.6,0.1,-,-,-,-,-,-,0.1
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2007, 1 006,-,-,-,-,  15,  248,-,  326,-,-,  6,  14,-,-,-,-,-,-,-,  14,  11,-,-,  6,-,  512,-,-,  8,  21,  6,-,-,-,-,-,-,  8
AFYONKARAHİSAR,,,45.7,-,-,-,-,0.7,11.3,-,14.8,-,-,0.3,0.6,-,-,-,-,-,-,-,0.6,0.5,-,-,0.3,-,23.3,-,-,0.4,1.0,0.3,-,-,-,-,-,-,0.4
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,,2002,  369,-,  582,-,  30,  11,  170,  13,-,  23,  247,-,  65,-,-,-,-,-,-,-,-,  17,-,-,  8,-,  595,  23,-,  5,  21,  1,-,-,  3,  37,-,-,-
AFYONKARAHİSAR,,,16.6,-,26.2,-,1.4,0.5,7.7,0.6,-,1.0,11.1,-,2.9,-,-,-,-,-,-,-,-,0.8,-,-,0.4,-,26.8,1.0,-,0.2,1.0,0.0,-,-,0.1,1.7,-,-,-
AFYONKARAHİSAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFYONKARAHİSAR,    Sandıklı,2018, 19 861,-,-,-,-,-, 4 231,-,-,-,-,-,-,-,-,-,  224,-,-,  92,-,-, 5 176,-,-,-, 4 766,-,-,-,  511,-,-,  126,-,-,  448,  59,-
AFYONKARAHİSAR,,,56.0,-,-,-,-,-,11.9,-,-,-,-,-,-,-,-,-,0.6,-,-,0.3,-,-,14.6,-,-,-,13.4,-,-,-,1.4,-,-,0.4,-,-,1.3,0.2,-
