state.id contracting gov.influence leg.influence elect.board years.tenure education party.ID category2 category3 category4 category5 category6 category7 category8 category9 category10 category11 category12 med.time medt.contr grp.influence
17 4 20 21 0 0.251904354194409 4 1 0 0 0 0 0 0 0 0 1 0 0 0 0 6
17 2 19 16 0 7.22203182527446 3 1 0 0 0 0 0 1 0 0 0 0 0 1 2 13
17 0 20 20 0 3.45861007761586 3 1 0 0 0 0 0 0 0 0 0 1 0 1 0 6
17 0 20 11 0 9.65077450754353 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 11
17 1 12 8 0 6.0539285137722 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 8
17 1 8 8 0 3.90341424520148 4 1 0 0 1 0 0 0 0 0 0 0 0 0 0 11
17 0 19 16 0 1.13824922786449 3 1 0 0 1 0 0 0 0 0 0 0 0 1 0 12
17 4 14 17 0 3.70091478069923 5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 12
17 0 10 16 1 0.829139534626429 3 1 0 0 0 0 1 0 0 0 0 0 0 1 0 7
18 5 19 14 0 8.07316570753678 3 1 0 0 0 0 1 0 0 0 0 0 0 0 0 13
18 2 16 16 1 12.3484492842182 5 2 0 0 0 1 0 0 0 0 0 0 0 0 0 5
18 0 13 13 1 4.91745368468103 5 1 0 0 0 0 0 0 0 0 0 0 0 1 0 15
18 3 21 17 0 15.5672317177133 3 1 0 0 0 0 0 1 0 0 0 0 0 1 3 18
18 0 19 17 0 3.97704745382024 5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 11
18 0 21 19 0 14.1094707693988 5 5 0 0 0 0 0 0 1 0 0 0 0 0 0 9
18 6 21 17 0 2.57920495993814 5 1 0 0 1 0 0 0 0 0 0 0 0 1 6 15
18 3 19 15 0 3.20656208009205 3 5 0 0 0 0 0 0 0 0 0 1 0 0 0 7
18 0 6 14 1 2.26299904254726 5 1 0 0 0 0 0 0 0 1 0 0 0 0 0 14
18 5 6 6 0 6.31540641436235 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5
18 0 15 20 0 4.04903399719629 5 2 0 0 0 0 0 1 0 0 0 0 0 0 0 6
18 0 21 18 0 0.857664938261255 3 1 0 0 0 1 0 0 0 0 0 0 0 1 0 12
18 0 21 3 0 0.650681646996535 4 5 0 0 0 0 0 0 0 0 1 0 0 0 0 3
19 0 19 14 0 3.01538325217449 5 1 0 0 0 0 0 0 0 0 0 1 0 0 0 10
19 0 14 14 0 20.5843428909049 5 4 0 0 0 0 0 0 0 0 0 1 0 0 0 16
19 1 19 16 0 2.22397324081168 5 1 0 0 0 0 0 0 0 1 0 0 0 1 1 12
19 0 7 7 0 20.431314705537 5 1 0 0 0 0 0 0 0 0 0 0 1 0 0 6
19 4 19 17 0 5.19165056930723 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 15
19 0 20 16 0 5.81193351679687 5 1 0 0 0 0 0 0 0 1 0 0 0 0 0 9
19 2 13 19 0 11.6688478692841 5 1 0 0 0 0 0 0 0 0 0 1 0 0 0 15
19 0 8 8 0 1.43022555023347 1 3 0 0 0 0 0 1 0 0 0 0 0 0 0 6
19 0 21 21 0 3.00248619028745 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 6
19 0 19 19 0 0.644095064146719 5 4 0 0 0 0 0 0 0 0 0 1 0 1 0 6
19 4 18 18 0 2.85357964769254 5 1 0 0 0 0 0 0 1 0 0 0 0 0 0 8
19 2 16 21 0 4.23588565414523 5 1 0 0 0 0 0 0 0 0 0 0 0 1 2 15
19 0 21 15 0 2.21446591350085 5 1 0 0 1 0 0 0 0 0 0 0 0 1 1 7
19 0 18 18 1 10.6273745298337 3 4 0 0 0 0 0 0 0 0 0 1 0 0 0 6
